name,aiCheck_hips,aiCheck_shoulders,aiCheck_knee,aiCheck_Body_Alignment,aiCheck_Knee_Angle_right,aiCheck_Knee_Angle_left
./userData/测试482922277/,0.75,3.43,0.32,0.23,2.77,5.15
