name,aiCheck_hips,aiCheck_shoulders,aiCheck_knee,aiCheck_Body_Alignment,aiCheck_Knee_Angle_right,aiCheck_Knee_Angle_left
./userData/测试2/,0.71,4.49,5.1,1.24,3.26,1.52
